sure	ayet	kelime_no	segment_no	form_buckwalter	form_arapca	lem	pos	features	ayet_osmani	ayet_harekesiz
40	55	9	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	فَٱصْبِرْ إِنَّ وَعْدَ ٱللَّهِ حَقٌّ وَٱسْتَغْفِرْ لِذَنۢبِكَ وَسَبِّحْ بِحَمْدِ رَبِّكَ بِٱلْعَشِىِّ وَٱلْإِبْكَٰرِ	فاصبر إن وعد الله حق واستغفر لذنبك وسبح بحمد ربك بالعشي والإبكار
40	65	11	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	هُوَ ٱلْحَىُّ لَآ إِلَٰهَ إِلَّا هُوَ فَٱدْعُوهُ مُخْلِصِينَ لَهُ ٱلدِّينَ ٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَٰلَمِينَ	هو الحي لا إله إلا هو فادعوه مخلصين له الدين الحمد لله رب العالمين
41	42	13	1	HamiydK	حَمِيدٍ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|INDEF|GEN	لَّا يَأْتِيهِ ٱلْبَٰطِلُ مِنۢ بَيْنِ يَدَيْهِ وَلَا مِنْ خَلْفِهِۦ تَنزِيلٌ مِّنْ حَكِيمٍ حَمِيدٍ	لا يأتيه الباطل من بين يديه ولا من خلفه تنزيل من حكيم حميد
42	5	8	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	تَكَادُ ٱلسَّمَٰوَٰتُ يَتَفَطَّرْنَ مِن فَوْقِهِنَّ وَٱلْمَلَٰٓئِكَةُ يُسَبِّحُونَ بِحَمْدِ رَبِّهِمْ وَيَسْتَغْفِرُونَ لِمَن فِى ٱلْأَرْضِ أَلَآ إِنَّ ٱللَّهَ هُوَ ٱلْغَفُورُ ٱلرَّحِيمُ	تكاد السماوات يتفطرن من فوقهن والملائكة يسبحون بحمد ربهم ويستغفرون لمن في الأرض ألا إن الله هو الغفور الرحيم
42	28	13	2	Hamiydu	حَمِيدُ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|NOM	وَهُوَ ٱلَّذِى يُنَزِّلُ ٱلْغَيْثَ مِنۢ بَعْدِ مَا قَنَطُوا۟ وَيَنشُرُ رَحْمَتَهُۥ وَهُوَ ٱلْوَلِىُّ ٱلْحَمِيدُ	وهو الذي ينزل الغيث من بعد ما قنطوا وينشر رحمته وهو الولي الحميد
45	36	2	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	فَلِلَّهِ ٱلْحَمْدُ رَبِّ ٱلسَّمَٰوَٰتِ وَرَبِّ ٱلْأَرْضِ رَبِّ ٱلْعَٰلَمِينَ	فلله الحمد رب السماوات ورب الأرض رب العالمين
50	39	6	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	فَٱصْبِرْ عَلَىٰ مَا يَقُولُونَ وَسَبِّحْ بِحَمْدِ رَبِّكَ قَبْلَ طُلُوعِ ٱلشَّمْسِ وَقَبْلَ ٱلْغُرُوبِ	فاصبر على ما يقولون وسبح بحمد ربك قبل طلوع الشمس وقبل الغروب
52	48	7	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	وَٱصْبِرْ لِحُكْمِ رَبِّكَ فَإِنَّكَ بِأَعْيُنِنَا وَسَبِّحْ بِحَمْدِ رَبِّكَ حِينَ تَقُومُ	واصبر لحكم ربك فإنك بأعيننا وسبح بحمد ربك حين تقوم
57	24	12	2	Hamiydu	حَمِيدُ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|NOM	ٱلَّذِينَ يَبْخَلُونَ وَيَأْمُرُونَ ٱلنَّاسَ بِٱلْبُخْلِ وَمَن يَتَوَلَّ فَإِنَّ ٱللَّهَ هُوَ ٱلْغَنِىُّ ٱلْحَمِيدُ	الذين يبخلون ويأمرون الناس بالبخل ومن يتول فإن الله هو الغني الحميد
60	6	19	2	Hamiydu	حَمِيدُ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|NOM	لَقَدْ كَانَ لَكُمْ فِيهِمْ أُسْوَةٌ حَسَنَةٌ لِّمَن كَانَ يَرْجُوا۟ ٱللَّهَ وَٱلْيَوْمَ ٱلْـَٔاخِرَ وَمَن يَتَوَلَّ فَإِنَّ ٱللَّهَ هُوَ ٱلْغَنِىُّ ٱلْحَمِيدُ	لقد كان لكم فيهم أسوة حسنة لمن كان يرجو الله واليوم الآخر ومن يتول فإن الله هو الغني الحميد
64	1	12	2	Hamodu	حَمْدُ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|NOM	بِسْمِ ٱللَّهِ ٱلرَّحْمَٰنِ ٱلرَّحِيمِ يُسَبِّحُ لِلَّهِ مَا فِى ٱلسَّمَٰوَٰتِ وَمَا فِى ٱلْأَرْضِ لَهُ ٱلْمُلْكُ وَلَهُ ٱلْحَمْدُ وَهُوَ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ	بسم الله الرحمن الرحيم يسبح لله ما في السماوات وما في الأرض له الملك وله الحمد وهو على كل شيء قدير
64	6	16	1	HamiydN	حَمِيدٌ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|INDEF|NOM	ذَٰلِكَ بِأَنَّهُۥ كَانَت تَّأْتِيهِمْ رُسُلُهُم بِٱلْبَيِّنَٰتِ فَقَالُوٓا۟ أَبَشَرٌ يَهْدُونَنَا فَكَفَرُوا۟ وَتَوَلَّوا۟ وَّٱسْتَغْنَى ٱللَّهُ وَٱللَّهُ غَنِىٌّ حَمِيدٌ	ذلك بأنه كانت تأتيهم رسلهم بالبينات فقالوا أبشر يهدوننا فكفروا وتولوا واستغنى الله والله غني حميد
85	8	9	2	Hamiydi	حَمِيدِ	Hamiyd	ADJ	STEM|POS:ADJ|LEM:Hamiyd|ROOT:Hmd|MS|GEN	وَمَا نَقَمُوا۟ مِنْهُمْ إِلَّآ أَن يُؤْمِنُوا۟ بِٱللَّهِ ٱلْعَزِيزِ ٱلْحَمِيدِ	وما نقموا منهم إلا أن يؤمنوا بالله العزيز الحميد
110	3	2	2	Hamodi	حَمْدِ	Hamod	N	STEM|POS:N|LEM:Hamod|ROOT:Hmd|M|GEN	فَسَبِّحْ بِحَمْدِ رَبِّكَ وَٱسْتَغْفِرْهُ إِنَّهُۥ كَانَ تَوَّابًۢا	فسبح بحمد ربك واستغفره إنه كان توابا
